noun_w_orang_affixed1	noun_w_orang_affixed2	cossim
wisatawan	penikmat	0.38
wisatawan	pemangku	0.23
wisatawan	perampok	0.23
wisatawan	pengidap	0.16
wisatawan	pesepak	0.24
wisatawan	penunjuk	0.23
wisatawan	pemuka	0.26
wisatawan	pengemis	0.2
wisatawan	pemusik	0.25
wisatawan	sukarelawan	0.24
wisatawan	penerbang	0.27
wisatawan	pejalan	0.4
wisatawan	petinju	0.22
wisatawan	penyandang	0.24
wisatawan	penanggung	0.11
wisatawan	penolong	0.14
wisatawan	jagoan	0.17
wisatawan	penembak	0.18
wisatawan	penipu	0.14
wisatawan	novelis	0.24
wisatawan	penyelamat	0.25
wisatawan	pendaftar	0.24
wisatawan	pelari	0.23
wisatawan	pengiring	0.21
wisatawan	penata	0.13
wisatawan	pengambil	0.17
wisatawan	penuntut	0.18
wisatawan	pembina	0.14
wisatawan	tanggungan	0.13
wisatawan	petualang	0.39
wisatawan	pencetus	0.16
wisatawan	pemangsa	0.23
wisatawan	penyebar	0.19
wisatawan	pelancong	0.58
wisatawan	petarung	0.19
wisatawan	pemesan	0.29
wisatawan	dermawan	0.17
wisatawan	pemeriksa	0.19
wisatawan	negarawan	0.19
wisatawan	pengukur	0.12
wisatawan	penambang	0.3
wisatawan	biarawati	0.18
wisatawan	pembajak	0.21
wisatawan	budayawan	0.32
wisatawan	perekam	0.1
wisatawan	penyayang	0.14
wisatawan	pemukul	0.09
wisatawan	perencana	0.25
wisatawan	pengumpul	0.19
wisatawan	wirausahawan	0.28
wisatawan	penangkap	0.17
wisatawan	penyelam	0.37
wisatawan	pemasar	0.27
wisatawan	pemalas	0.1
wisatawan	pengecut	0.1
wisatawan	penarik	0.29
wisatawan	pengembara	0.26
wisatawan	gerilyawan	0.28
wisatawan	penggagas	0.18
wisatawan	penyembah	0.25
wisatawan	penilai	0.24
wisatawan	penguji	0.15
wisatawan	pustakawan	0.19
wisatawan	pengunjuk	0.27
wisatawan	tamatan	0.16
wisatawan	penyembuh	0.12
wisatawan	musikus	0.25
wisatawan	rohaniwan	0.26
wisatawan	pemanah	0.25
wisatawan	penyelidik	0.19
wisatawan	penampil	0.22
wisatawan	peranakan	0.18
wisatawan	suruhan	0.07
wisatawan	pemudik	0.39
wisatawan	titisan	0.16
wisatawan	usahawan	0.26
wisatawan	pelapor	0.2
wisatawan	pemahat	0.26
wisatawan	penunggu	0.18
wisatawan	penurut	0.11
wisatawan	pengusul	0.2
wisatawan	pemimpi	0.16
wisatawan	penyusup	0.21
wisatawan	pemungut	0.14
wisatawan	penceramah	0.18
wisatawan	penggarap	0.12
wisatawan	pengelana	0.33
wisatawan	pelupa	0.06
wisatawan	perupa	0.28
wisatawan	penyendiri	0.21
wisatawan	pezina	0.16
wisatawan	pemateri	0.16
wisatawan	bujangan	0.15
wisatawan	penggali	0.26
wisatawan	petapa	0.19
wisatawan	penukar	0.18
wisatawan	penyabar	0.12
wisatawan	asongan	0.22
wisatawan	pelempar	0.15
wisatawan	pemerkosa	0.21
wisatawan	pemborong	0.17
wisatawan	pendemo	0.23
wisatawan	pencerita	0.24
wisatawan	penyelundup	0.21
wisatawan	penganggur	0.22
wisatawan	penggiling	0.13
wisatawan	penterjemah	0.24
wisatawan	pengulas	0.24
wisatawan	penagih	0.15
wisatawan	penyintas	0.19
wisatawan	pesepeda	0.33
wisatawan	hartawan	0.26
wisatawan	perumus	0.1
wisatawan	pengayom	0.09
wisatawan	peniup	0.1
wisatawan	penggalang	0.17
wisatawan	pembenci	0.18
wisatawan	pengkaji	0.27
wisatawan	pembebas	0.15
wisatawan	pesakitan	0.16
wisatawan	pemetik	0.21
wisatawan	penjilat	0.12
wisatawan	pencabut	0.18
wisatawan	pemintal	0.18
wisatawan	peramah	0.26
wisatawan	pengukir	0.25
wisatawan	pengejar	0.21
wisatawan	wiraswastawan	0.24
wisatawan	pemijat	0.19
wisatawan	pemulia	0.28
wisatawan	pembatik	0.21
wisatawan	penendang	0.17
wisatawan	penyimak	0.24
wisatawan	pelestari	0.26
wisatawan	penjemput	0.28
wisatawan	pembaru	0.19
wisatawan	pelahap	0.18
wisatawan	pesinden	0.2
wisatawan	penghayat	0.25
wisatawan	pengadu	0.21
wisatawan	pemasak	0.22
wisatawan	pembobol	0.14
wisatawan	penggemblengan	0.12
wisatawan	penghasut	0.19
wisatawan	penderma	0.18
wisatawan	pemaksa	0.14
wisatawan	peragu	0.19
wisatawan	pengekor	0.2
wisatawan	perayu	0.18
wisatawan	pendebat	0.21
wisatawan	pengintip	0.22
wisatawan	ilusionis	0.22
wisatawan	penyuara	0.16
wisatawan	penghadang	0.16
wisatawan	pengasah	0.18
wisatawan	penatar	0.16
wisatawan	pengutang	0.24
wisatawan	pembisik	0.2
wisatawan	pengetuk	0.2
wisatawan	pemberang	0.22
wisatawan	pembesuk	0.25
wisatawan	peneguh	0.12
wisatawan	padagang	0.28
wisatawan	pewirausaha	0.24
wisatawan	pencuriga	0.24
wisatawan	pengalah	0.28
wisatawan	pengalasan	0.24
wisatawan	pezikir	0.29
wisatawan	pengamuk	0.33
wisatawan	pemengaruh	0.23
pasangan	penulis	0.3
pasangan	pemimpin	0.38
pasangan	peserta	0.39
pasangan	pengunjung	0.28
pasangan	penderita	0.36
pasangan	keturunan	0.41
pasangan	pemilik	0.35
pasangan	penyanyi	0.34
pasangan	karyawan	0.31
pasangan	pelanggan	0.39
pasangan	perdagangan	0.28
pasangan	petani	0.27
pasangan	pekerja	0.34
pasangan	pemuda	0.3
pasangan	penumpang	0.26
pasangan	pimpinan	0.29
pasangan	pembaca	0.32
pasangan	pejabat	0.31
pasangan	pelaku	0.31
pasangan	peneliti	0.31
pasangan	pengusaha	0.36
pasangan	pendukung	0.4
pasangan	pemenang	0.37
pasangan	petugas	0.25
pasangan	perbaikan	0.29
pasangan	pelatih	0.3
pasangan	pedagang	0.3
pasangan	pelajar	0.29
pasangan	pengurus	0.27
pasangan	ilmuwan	0.27
pasangan	pendiri	0.26
pasangan	angkatan	0.15
pasangan	sasaran	0.26
pasangan	pembuat	0.28
pasangan	penjual	0.31
pasangan	pengganti	0.36
pasangan	perwakilan	0.23
pasangan	lulusan	0.24
pasangan	pembeli	0.38
pasangan	penerima	0.34
pasangan	pemegang	0.26
pasangan	penyedia	0.3
pasangan	penjaga	0.24
pasangan	pencari	0.26
pasangan	pembawa	0.26
pasangan	cadangan	0.25
pasangan	pemeran	0.36
pasangan	bangsawan	0.26
pasangan	pembantu	0.29
pasangan	pengarang	0.28
pasangan	pengelola	0.23
pasangan	pejuang	0.31
pasangan	tahanan	0.18
pasangan	pengikut	0.28
pasangan	rombongan	0.27
pasangan	politikus	0.33
pasangan	tersangka	0.25
pasangan	pengajar	0.26
pasangan	pendidik	0.31
pasangan	penghuni	0.31
pasangan	sejarawan	0.2
pasangan	jajaran	0.24
pasangan	penari	0.32
pasangan	pemberi	0.29
pasangan	pelayan	0.24
pasangan	penyair	0.27
pasangan	pendatang	0.25
pasangan	pembunuh	0.24
pasangan	penyelenggara	0.26
pasangan	turunan	0.25
pasangan	pelukis	0.3
pasangan	utusan	0.24
pasangan	pembiayaan	0.25
pasangan	pengacara	0.27
pasangan	perawat	0.28
pasangan	penganut	0.29
pasangan	pengamat	0.25
pasangan	vokalis	0.24
pasangan	jurnalis	0.25
pasangan	penghubung	0.22
pasangan	pesaing	0.29
pasangan	pengawas	0.22
pasangan	penjahat	0.21
pasangan	pelaksana	0.21
pasangan	pembicara	0.26
pasangan	pendengar	0.32
pasangan	pendamping	0.44
pasangan	pewaris	0.31
pasangan	pengungsi	0.18
pasangan	pengendara	0.26
pasangan	pencuri	0.17
pasangan	terdakwa	0.23
pasangan	pebisnis	0.33
pasangan	pemburu	0.3
pasangan	pengawal	0.22
pasangan	penemu	0.27
pasangan	sastrawan	0.22
pasangan	pengemudi	0.28
pasangan	penerjemah	0.2
pasangan	pemandu	0.23
pasangan	tawanan	0.2
pasangan	penegak	0.22
pasangan	penutur	0.24
pasangan	penyihir	0.21
pasangan	pelamar	0.31
pasangan	pemasok	0.31
pasangan	pemikir	0.2
pasangan	saingan	0.32
pasangan	pembimbing	0.27
pasangan	petinggi	0.25
pasangan	pelaut	0.22
pasangan	pengrajin	0.21
pasangan	langganan	0.25
pasangan	pencinta	0.32
pasangan	kenalan	0.35
pasangan	penyidik	0.21
pasangan	pelacur	0.27
pasangan	pengirim	0.27
pasangan	perusak	0.27
pasangan	pendiam	0.24
pasangan	pemeluk	0.24
pasangan	penikmat	0.28
pasangan	pemangku	0.24
pasangan	perampok	0.21
pasangan	pengidap	0.27
pasangan	pesepak	0.27
pasangan	penunjuk	0.21
pasangan	pemuka	0.26
pasangan	pengemis	0.19
pasangan	pemusik	0.25
pasangan	sukarelawan	0.23
pasangan	penerbang	0.27
pasangan	pejalan	0.22
pasangan	petinju	0.25
pasangan	penyandang	0.3
pasangan	penanggung	0.2
pasangan	penolong	0.25
pasangan	jagoan	0.29
pasangan	penembak	0.2
pasangan	penipu	0.23
pasangan	novelis	0.25
pasangan	penyelamat	0.27
pasangan	pendaftar	0.22
pasangan	pelari	0.29
pasangan	pengiring	0.3
pasangan	penata	0.24
pasangan	pengambil	0.25
pasangan	penuntut	0.23
pasangan	pembina	0.25
pasangan	tanggungan	0.27
pasangan	petualang	0.33
pasangan	pencetus	0.2
pasangan	pemangsa	0.25
pasangan	penyebar	0.22
pasangan	pelancong	0.25
pasangan	petarung	0.26
pasangan	pemesan	0.25
pasangan	dermawan	0.19
pasangan	pemeriksa	0.22
pasangan	negarawan	0.25
pasangan	pengukur	0.22
pasangan	penambang	0.25
pasangan	biarawati	0.2
pasangan	pembajak	0.17
pasangan	budayawan	0.16
pasangan	perekam	0.25
pasangan	penyayang	0.33
pasangan	pemukul	0.22
pasangan	perencana	0.29
pasangan	pengumpul	0.19
pasangan	wirausahawan	0.29
pasangan	penangkap	0.17
pasangan	penyelam	0.22
pasangan	pemasar	0.27
pasangan	pemalas	0.18
pasangan	pengecut	0.18
pasangan	penarik	0.28
pasangan	pengembara	0.21
pasangan	gerilyawan	0.18
pasangan	penggagas	0.15
pasangan	penyembah	0.2
pasangan	penilai	0.32
pasangan	penguji	0.28
pasangan	pustakawan	0.17
pasangan	pengunjuk	0.16
pasangan	tamatan	0.19
pasangan	penyembuh	0.17
pasangan	musikus	0.25
pasangan	rohaniwan	0.2
pasangan	pemanah	0.24
pasangan	penyelidik	0.13
pasangan	penampil	0.26
pasangan	peranakan	0.21
pasangan	suruhan	0.18
pasangan	pemudik	0.23
pasangan	titisan	0.2
pasangan	usahawan	0.3
pasangan	pelapor	0.3
pasangan	pemahat	0.21
pasangan	penunggu	0.16
pasangan	penurut	0.24
pasangan	pengusul	0.21
pasangan	pemimpi	0.3
pasangan	penyusup	0.25
pasangan	pemungut	0.16
pasangan	penceramah	0.16
pasangan	penggarap	0.21
pasangan	pengelana	0.22
pasangan	pelupa	0.13
pasangan	perupa	0.17
pasangan	penyendiri	0.29
pasangan	pezina	0.23
pasangan	pemateri	0.17
pasangan	bujangan	0.33
pasangan	penggali	0.22
pasangan	petapa	0.23
pasangan	penukar	0.22
pasangan	penyabar	0.26
pasangan	asongan	0.16
pasangan	pelempar	0.21
pasangan	pemerkosa	0.28
pasangan	pemborong	0.27
pasangan	pendemo	0.19
pasangan	pencerita	0.22
pasangan	penyelundup	0.12
pasangan	penganggur	0.19
pasangan	penggiling	0.18
pasangan	penterjemah	0.18
pasangan	pengulas	0.2
pasangan	penagih	0.16
pasangan	penyintas	0.3
pasangan	pesepeda	0.26
pasangan	hartawan	0.28
pasangan	perumus	0.14
pasangan	pengayom	0.15
pasangan	peniup	0.13
pasangan	penggalang	0.24
pasangan	pembenci	0.31
pasangan	pengkaji	0.18
pasangan	pembebas	0.15
pasangan	pesakitan	0.2
pasangan	pemetik	0.18
pasangan	penjilat	0.22
pasangan	pencabut	0.23
pasangan	pemintal	0.24
pasangan	peramah	0.21
pasangan	pengukir	0.28
pasangan	pengejar	0.28
pasangan	wiraswastawan	0.28
pasangan	pemijat	0.3
pasangan	pemulia	0.28
pasangan	pembatik	0.22
pasangan	penendang	0.32
pasangan	penyimak	0.28
pasangan	pelestari	0.21
pasangan	penjemput	0.24
pasangan	pembaru	0.23
pasangan	pelahap	0.19
pasangan	pesinden	0.22
pasangan	penghayat	0.3
pasangan	pengadu	0.28
pasangan	pemasak	0.2
pasangan	pembobol	0.24
pasangan	penggemblengan	0.17
pasangan	penghasut	0.18
pasangan	penderma	0.3
pasangan	pemaksa	0.2
pasangan	peragu	0.31
pasangan	pengekor	0.25
pasangan	perayu	0.37
pasangan	pendebat	0.28
pasangan	pengintip	0.26
pasangan	ilusionis	0.17
pasangan	penyuara	0.27
pasangan	penghadang	0.22
pasangan	pengasah	0.18
pasangan	penatar	0.22
pasangan	pengutang	0.26
pasangan	pembisik	0.28
pasangan	pengetuk	0.23
pasangan	pemberang	0.31
pasangan	pembesuk	0.18
pasangan	peneguh	0.26
pasangan	padagang	0.34
pasangan	pewirausaha	0.3
pasangan	pencuriga	0.35
pasangan	pengalah	0.47
pasangan	pengalasan	0.32
pasangan	pezikir	0.31
pasangan	pengamuk	0.33
pasangan	pemengaruh	0.33
penulis	pemimpin	0.41
penulis	peserta	0.39
penulis	pengunjung	0.35
penulis	penderita	0.26
penulis	keturunan	0.28
penulis	pemilik	0.46
penulis	penyanyi	0.55
penulis	karyawan	0.34
penulis	pelanggan	0.32
penulis	perdagangan	0.23
penulis	petani	0.34
penulis	pekerja	0.39
penulis	pemuda	0.32
penulis	penumpang	0.24
penulis	pimpinan	0.36
penulis	pembaca	0.68
penulis	pejabat	0.38
penulis	pelaku	0.41
penulis	peneliti	0.56
penulis	pengusaha	0.48
penulis	pendukung	0.41
penulis	pemenang	0.38
penulis	petugas	0.35
penulis	perbaikan	0.26
penulis	pelatih	0.39
penulis	pedagang	0.35
penulis	pelajar	0.41
penulis	pengurus	0.32
penulis	ilmuwan	0.46
penulis	pendiri	0.46
penulis	angkatan	0.29
penulis	sasaran	0.26
penulis	pembuat	0.53
penulis	penjual	0.41
penulis	pengganti	0.27
penulis	perwakilan	0.28
penulis	lulusan	0.34
penulis	pembeli	0.4
penulis	penerima	0.39
penulis	pemegang	0.35
penulis	penyedia	0.38
penulis	penjaga	0.28
penulis	pencari	0.36
penulis	pembawa	0.35
penulis	cadangan	0.23
penulis	pemeran	0.45
penulis	bangsawan	0.27
penulis	pembantu	0.37
penulis	pengarang	0.74
penulis	pengelola	0.45
penulis	pejuang	0.38
penulis	tahanan	0.23
penulis	pengikut	0.32
penulis	rombongan	0.29
penulis	politikus	0.44
penulis	tersangka	0.23
penulis	pengajar	0.57
penulis	pendidik	0.52
penulis	penghuni	0.28
penulis	sejarawan	0.55
penulis	jajaran	0.31
penulis	penari	0.35
penulis	pemberi	0.39
penulis	pelayan	0.33
penulis	penyair	0.53
penulis	pendatang	0.34
penulis	pembunuh	0.36
penulis	penyelenggara	0.36
penulis	turunan	0.19
penulis	pelukis	0.4
penulis	utusan	0.25
penulis	pembiayaan	0.26
penulis	pengacara	0.43
penulis	perawat	0.31
penulis	penganut	0.36
penulis	pengamat	0.47
penulis	vokalis	0.32
penulis	jurnalis	0.58
penulis	penghubung	0.27
penulis	pesaing	0.22
penulis	pengawas	0.36
penulis	penjahat	0.3
penulis	pelaksana	0.43
penulis	pembicara	0.48
penulis	pendengar	0.43
penulis	pendamping	0.33
penulis	pewaris	0.27
penulis	pengungsi	0.2
penulis	pengendara	0.31
penulis	pencuri	0.3
penulis	terdakwa	0.26
penulis	pebisnis	0.47
penulis	pemburu	0.35
penulis	pengawal	0.29
penulis	penemu	0.44
penulis	sastrawan	0.53
penulis	pengemudi	0.31
penulis	penerjemah	0.5
penulis	pemandu	0.38
penulis	tawanan	0.24
penulis	penegak	0.34
penulis	penutur	0.36
penulis	penyihir	0.29
penulis	pelamar	0.3
penulis	pemasok	0.25
penulis	pemikir	0.51
penulis	saingan	0.21
penulis	pembimbing	0.42
penulis	petinggi	0.29
penulis	pelaut	0.32
penulis	pengrajin	0.32
penulis	langganan	0.34
penulis	pencinta	0.38
penulis	kenalan	0.37
penulis	penyidik	0.34
penulis	pelacur	0.3
penulis	pengirim	0.39
penulis	perusak	0.26
penulis	pendiam	0.24
penulis	pemeluk	0.32
penulis	penikmat	0.41
penulis	pemangku	0.27
penulis	perampok	0.25
penulis	pengidap	0.23
penulis	pesepak	0.36
penulis	penunjuk	0.28
penulis	pemuka	0.39
penulis	pengemis	0.27
penulis	pemusik	0.42
penulis	sukarelawan	0.33
penulis	penerbang	0.28
penulis	pejalan	0.3
penulis	petinju	0.31
penulis	penyandang	0.32
penulis	penanggung	0.33
penulis	penolong	0.29
penulis	jagoan	0.25
penulis	penembak	0.24
penulis	penipu	0.33
penulis	novelis	0.58
penulis	penyelamat	0.28
penulis	pendaftar	0.27
penulis	pelari	0.32
penulis	pengiring	0.3
penulis	penata	0.33
penulis	pengambil	0.4
penulis	penuntut	0.37
penulis	pembina	0.36
penulis	tanggungan	0.27
penulis	petualang	0.37
penulis	pencetus	0.36
penulis	pemangsa	0.18
penulis	penyebar	0.31
penulis	pelancong	0.4
penulis	petarung	0.24
penulis	pemesan	0.33
penulis	dermawan	0.3
penulis	pemeriksa	0.35
penulis	negarawan	0.37
penulis	pengukur	0.26
penulis	penambang	0.21
penulis	biarawati	0.24
penulis	pembajak	0.31
penulis	budayawan	0.47
penulis	perekam	0.33
penulis	penyayang	0.31
penulis	pemukul	0.17
penulis	perencana	0.45
penulis	pengumpul	0.36
penulis	wirausahawan	0.39
penulis	penangkap	0.29
penulis	penyelam	0.23
penulis	pemasar	0.41
penulis	pemalas	0.24
penulis	pengecut	0.21
penulis	penarik	0.32
penulis	pengembara	0.4
penulis	gerilyawan	0.23
penulis	penggagas	0.46
penulis	penyembah	0.25
penulis	penilai	0.38
penulis	penguji	0.32
penulis	pustakawan	0.42
penulis	pengunjuk	0.19
penulis	tamatan	0.3
penulis	penyembuh	0.31
penulis	musikus	0.41
penulis	rohaniwan	0.37
penulis	pemanah	0.24
penulis	penyelidik	0.36
penulis	penampil	0.32
penulis	peranakan	0.27
penulis	suruhan	0.2
penulis	pemudik	0.23
penulis	titisan	0.12
penulis	usahawan	0.41
penulis	pelapor	0.32
penulis	pemahat	0.32
penulis	penunggu	0.19
penulis	penurut	0.23
penulis	pengusul	0.39
penulis	pemimpi	0.35
penulis	penyusup	0.22
penulis	pemungut	0.28
penulis	penceramah	0.47
penulis	penggarap	0.37
penulis	pengelana	0.37
penulis	pelupa	0.22
penulis	perupa	0.34
penulis	penyendiri	0.27
penulis	pezina	0.19
penulis	pemateri	0.37
penulis	bujangan	0.21
penulis	penggali	0.35
penulis	petapa	0.21
penulis	penukar	0.19
penulis	penyabar	0.26
penulis	asongan	0.15
penulis	pelempar	0.26
penulis	pemerkosa	0.27
penulis	pemborong	0.29
penulis	pendemo	0.21
penulis	pencerita	0.5
penulis	penyelundup	0.24
penulis	penganggur	0.26
penulis	penggiling	0.18
penulis	penterjemah	0.45
penulis	pengulas	0.49
penulis	penagih	0.24
penulis	penyintas	0.27
penulis	pesepeda	0.27
penulis	hartawan	0.33
penulis	perumus	0.38
penulis	pengayom	0.19
penulis	peniup	0.17
penulis	penggalang	0.3
penulis	pembenci	0.33
penulis	pengkaji	0.54
penulis	pembebas	0.19
penulis	pesakitan	0.19
penulis	pemetik	0.28
penulis	penjilat	0.28
penulis	pencabut	0.25
penulis	pemintal	0.23
penulis	peramah	0.32
penulis	pengukir	0.36
penulis	pengejar	0.29
penulis	wiraswastawan	0.41
penulis	pemijat	0.26
penulis	pemulia	0.34
penulis	pembatik	0.3
penulis	penendang	0.3
penulis	penyimak	0.46
penulis	pelestari	0.34
penulis	penjemput	0.26
penulis	pembaru	0.38
penulis	pelahap	0.29
penulis	pesinden	0.2
penulis	penghayat	0.28
penulis	pengadu	0.32
penulis	pemasak	0.28
penulis	pembobol	0.25
penulis	penggemblengan	0.21
penulis	penghasut	0.36
penulis	penderma	0.27
penulis	pemaksa	0.27
penulis	peragu	0.31
penulis	pengekor	0.35
penulis	perayu	0.3
penulis	pendebat	0.37
penulis	pengintip	0.3
penulis	ilusionis	0.3
penulis	penyuara	0.38
penulis	penghadang	0.21
penulis	pengasah	0.34
penulis	penatar	0.4
penulis	pengutang	0.27
penulis	pembisik	0.3
penulis	pengetuk	0.3
penulis	pemberang	0.33
penulis	pembesuk	0.23
penulis	peneguh	0.38
penulis	padagang	0.36
penulis	pewirausaha	0.37
penulis	pencuriga	0.33
penulis	pengalah	0.45
penulis	pengalasan	0.39
penulis	pezikir	0.3
penulis	pengamuk	0.35
penulis	pemengaruh	0.32
pemimpin	peserta	0.38
pemimpin	pengunjung	0.25
pemimpin	penderita	0.3
pemimpin	keturunan	0.42
pemimpin	pemilik	0.45
pemimpin	penyanyi	0.44
pemimpin	karyawan	0.44
pemimpin	pelanggan	0.36
pemimpin	perdagangan	0.32
pemimpin	petani	0.39
pemimpin	pekerja	0.48
pemimpin	pemuda	0.51
pemimpin	penumpang	0.3
pemimpin	pimpinan	0.69
pemimpin	pembaca	0.32
pemimpin	pejabat	0.57
pemimpin	pelaku	0.4
pemimpin	peneliti	0.32
pemimpin	pengusaha	0.52
pemimpin	pendukung	0.48
pemimpin	pemenang	0.4
pemimpin	petugas	0.39
pemimpin	perbaikan	0.29
pemimpin	pelatih	0.49
pemimpin	pedagang	0.38
pemimpin	pelajar	0.41
pemimpin	pengurus	0.49
pemimpin	ilmuwan	0.39
pemimpin	pendiri	0.55
pemimpin	angkatan	0.36
pemimpin	sasaran	0.35
pemimpin	pembuat	0.37
pemimpin	penjual	0.33
pemimpin	pengganti	0.36
pemimpin	perwakilan	0.43
pemimpin	lulusan	0.37
pemimpin	pembeli	0.35
pemimpin	penerima	0.35
pemimpin	pemegang	0.45
pemimpin	penyedia	0.31
pemimpin	penjaga	0.41
pemimpin	pencari	0.29
pemimpin	pembawa	0.33
pemimpin	cadangan	0.25
pemimpin	pemeran	0.42
pemimpin	bangsawan	0.41
pemimpin	pembantu	0.4
pemimpin	pengarang	0.38
pemimpin	pengelola	0.44
pemimpin	pejuang	0.51
pemimpin	tahanan	0.35
pemimpin	pengikut	0.53
pemimpin	rombongan	0.41
pemimpin	politikus	0.53
pemimpin	tersangka	0.25
pemimpin	pengajar	0.42
pemimpin	pendidik	0.47
pemimpin	penghuni	0.4
pemimpin	sejarawan	0.38
pemimpin	jajaran	0.42
pemimpin	penari	0.34
pemimpin	pemberi	0.34
pemimpin	pelayan	0.46
pemimpin	penyair	0.39
pemimpin	pendatang	0.37
pemimpin	pembunuh	0.39
pemimpin	penyelenggara	0.42
pemimpin	turunan	0.25
pemimpin	pelukis	0.31
pemimpin	utusan	0.44
pemimpin	pembiayaan	0.28
pemimpin	pengacara	0.36
pemimpin	perawat	0.32
pemimpin	penganut	0.44
pemimpin	pengamat	0.4
pemimpin	vokalis	0.35
pemimpin	jurnalis	0.41
pemimpin	penghubung	0.33
pemimpin	pesaing	0.37
pemimpin	pengawas	0.41
pemimpin	penjahat	0.44
pemimpin	pelaksana	0.49
pemimpin	pembicara	0.41
pemimpin	pendengar	0.39
pemimpin	pendamping	0.43
pemimpin	pewaris	0.43
pemimpin	pengungsi	0.32
pemimpin	pengendara	0.33
pemimpin	pencuri	0.34
pemimpin	terdakwa	0.22
pemimpin	pebisnis	0.48
pemimpin	pemburu	0.35
pemimpin	pengawal	0.46
pemimpin	penemu	0.35
pemimpin	sastrawan	0.36
pemimpin	pengemudi	0.33
pemimpin	penerjemah	0.32
pemimpin	pemandu	0.37
pemimpin	tawanan	0.35
pemimpin	penegak	0.37
pemimpin	penutur	0.29
pemimpin	penyihir	0.31
pemimpin	pelamar	0.33
pemimpin	pemasok	0.37
pemimpin	pemikir	0.52
pemimpin	saingan	0.43
pemimpin	pembimbing	0.41
pemimpin	petinggi	0.54
pemimpin	pelaut	0.31
pemimpin	pengrajin	0.29
pemimpin	langganan	0.24
pemimpin	pencinta	0.32
pemimpin	kenalan	0.28
pemimpin	penyidik	0.25
pemimpin	pelacur	0.28
pemimpin	pengirim	0.29
pemimpin	perusak	0.3
pemimpin	pendiam	0.32
pemimpin	pemeluk	0.38
pemimpin	penikmat	0.27
pemimpin	pemangku	0.41
pemimpin	perampok	0.37
pemimpin	pengidap	0.21
pemimpin	pesepak	0.34
pemimpin	penunjuk	0.31
pemimpin	pemuka	0.55
pemimpin	pengemis	0.32
pemimpin	pemusik	0.39
pemimpin	sukarelawan	0.31
pemimpin	penerbang	0.34
pemimpin	pejalan	0.28
pemimpin	petinju	0.34
pemimpin	penyandang	0.32
pemimpin	penanggung	0.4
pemimpin	penolong	0.41
pemimpin	jagoan	0.41
pemimpin	penembak	0.35
pemimpin	penipu	0.31
pemimpin	novelis	0.28
pemimpin	penyelamat	0.44
pemimpin	pendaftar	0.23
pemimpin	pelari	0.32
pemimpin	pengiring	0.32
pemimpin	penata	0.33
pemimpin	pengambil	0.45
pemimpin	penuntut	0.34
pemimpin	pembina	0.46
pemimpin	tanggungan	0.26
pemimpin	petualang	0.33
pemimpin	pencetus	0.35
pemimpin	pemangsa	0.26
pemimpin	penyebar	0.28
pemimpin	pelancong	0.31
pemimpin	petarung	0.37
pemimpin	pemesan	0.19
pemimpin	dermawan	0.37
pemimpin	pemeriksa	0.25
pemimpin	negarawan	0.55
pemimpin	pengukur	0.23
pemimpin	penambang	0.25
pemimpin	biarawati	0.28
pemimpin	pembajak	0.26
pemimpin	budayawan	0.29
pemimpin	perekam	0.25
pemimpin	penyayang	0.34
pemimpin	pemukul	0.32
pemimpin	perencana	0.42
pemimpin	pengumpul	0.25
pemimpin	wirausahawan	0.46
pemimpin	penangkap	0.25
pemimpin	penyelam	0.26
pemimpin	pemasar	0.36
pemimpin	pemalas	0.27
pemimpin	pengecut	0.41
pemimpin	penarik	0.23
pemimpin	pengembara	0.34
pemimpin	gerilyawan	0.38
pemimpin	penggagas	0.39
pemimpin	penyembah	0.34
pemimpin	penilai	0.38
pemimpin	penguji	0.21
pemimpin	pustakawan	0.33
pemimpin	pengunjuk	0.3
pemimpin	tamatan	0.26
pemimpin	penyembuh	0.31
pemimpin	musikus	0.38
pemimpin	rohaniwan	0.37
pemimpin	pemanah	0.34
pemimpin	penyelidik	0.35
pemimpin	penampil	0.27
pemimpin	peranakan	0.28
pemimpin	suruhan	0.31
pemimpin	pemudik	0.21
pemimpin	titisan	0.27
pemimpin	usahawan	0.47
pemimpin	pelapor	0.25
pemimpin	pemahat	0.25
pemimpin	penunggu	0.25
pemimpin	penurut	0.32
pemimpin	pengusul	0.31
pemimpin	pemimpi	0.45
pemimpin	penyusup	0.36
pemimpin	pemungut	0.33
pemimpin	penceramah	0.38
pemimpin	penggarap	0.31
pemimpin	pengelana	0.29
pemimpin	pelupa	0.2
pemimpin	perupa	0.21
pemimpin	penyendiri	0.29
pemimpin	pezina	0.2
pemimpin	pemateri	0.25
pemimpin	bujangan	0.24
pemimpin	penggali	0.27
pemimpin	petapa	0.33
pemimpin	penukar	0.2
pemimpin	penyabar	0.37
pemimpin	asongan	0.11
pemimpin	pelempar	0.27
pemimpin	pemerkosa	0.26
pemimpin	pemborong	0.28
pemimpin	pendemo	0.38
pemimpin	pencerita	0.31
pemimpin	penyelundup	0.27
pemimpin	penganggur	0.32
pemimpin	penggiling	0.23
pemimpin	penterjemah	0.31
pemimpin	pengulas	0.29
pemimpin	penagih	0.28
