noun_w_orang_noaffix	noun_w_orang_affixed	cossim
anak	perdagangan	0.24
anak	petani	0.38
anak	pekerja	0.41
anak	kepercayaan	0.29
anak	pemuda	0.48
anak	penumpang	0.37
anak	pimpinan	0.32
anak	pembaca	0.35
anak	kekurangan	0.26
anak	pejabat	0.36
anak	campuran	0.3
anak	pelaku	0.4
anak	peneliti	0.29
anak	pengusaha	0.45
anak	pendukung	0.31
anak	petunjuk	0.19
anak	pemenang	0.28
anak	petugas	0.32
anak	perbaikan	0.23
anak	pelatih	0.34
anak	pedagang	0.37
anak	pelajar	0.47
anak	pengurus	0.29
anak	jurusan	0.21
anak	ilmuwan	0.25
anak	pendiri	0.34
anak	angkatan	0.34
anak	sasaran	0.28
anak	pembuat	0.33
anak	penjual	0.35
anak	pengganti	0.3
anak	perwakilan	0.25
anak	lulusan	0.36
anak	pembeli	0.34
anak	penerima	0.31
anak	pergerakan	0.26
anak	pemegang	0.37
anak	penyedia	0.26
anak	penjaga	0.3
anak	pencari	0.27
anak	pembawa	0.27
anak	undangan	0.23
anak	cadangan	0.23
anak	pemeran	0.34
anak	bangsawan	0.38
anak	pembantu	0.41
anak	pengarang	0.34
anak	pengelola	0.31
anak	pejuang	0.37
anak	tahanan	0.31
anak	pengikut	0.3
anak	rombongan	0.34
anak	pengajar	0.38
anak	pendidik	0.48
anak	penghuni	0.38
anak	pengembang	0.3
anak	jajaran	0.25
anak	pembuka	0.17
anak	penari	0.29
anak	pemberi	0.25
anak	pelayan	0.36
anak	pendatang	0.28
anak	pembunuh	0.31
anak	penyelenggara	0.27
anak	turunan	0.34
anak	pelukis	0.33
anak	utusan	0.26
anak	pembiayaan	0.25
anak	pengacara	0.35
anak	perawat	0.37
anak	penganut	0.26
anak	pengamat	0.23
anak	penghubung	0.25
anak	pesaing	0.25
anak	pengawas	0.32
anak	penjahat	0.35
anak	pelaksana	0.21
anak	kebangsaan	0.27
anak	pembicara	0.27
anak	pengantar	0.29
anak	pendengar	0.33
anak	pendamping	0.35
anak	pewaris	0.39
anak	pengungsi	0.34
anak	pengendara	0.32
anak	pencuri	0.29
anak	pemburu	0.27
anak	pengawal	0.32
anak	penemu	0.3
anak	pengemudi	0.3
anak	penerjemah	0.18
anak	pemandu	0.27
anak	tawanan	0.32
anak	penegak	0.26
anak	penutur	0.29
anak	penyihir	0.29
anak	pelamar	0.31
anak	pemasok	0.23
anak	penanda	0.23
anak	pemikir	0.32
anak	saingan	0.26
anak	pembimbing	0.27
anak	petinggi	0.3
anak	pelaut	0.31
anak	pengrajin	0.31
anak	langganan	0.29
anak	pencinta	0.26
anak	kenalan	0.33
anak	penyidik	0.26
anak	pelacur	0.33
anak	pengirim	0.25
anak	perusak	0.28
anak	pendiam	0.32
anak	pemeluk	0.27
anak	penikmat	0.25
anak	pemangku	0.33
anak	perampok	0.3
anak	pelarian	0.3
anak	pengidap	0.33
anak	penunjuk	0.18
anak	pemuka	0.31
anak	pengemis	0.37
anak	pemusik	0.36
anak	sukarelawan	0.27
anak	penerbang	0.3
anak	pejalan	0.33
anak	petinju	0.33
anak	penyandang	0.41
anak	penanggung	0.25
anak	penolong	0.3
anak	jagoan	0.35
anak	penembak	0.24
anak	penipu	0.23
anak	penyelamat	0.28
anak	pendaftar	0.27
anak	pelari	0.29
anak	pengiring	0.28
anak	penata	0.26
anak	pengambil	0.29
anak	penuntut	0.26
anak	pembina	0.33
anak	tanggungan	0.36
anak	pencetus	0.26
anak	pemangsa	0.28
anak	penyebar	0.2
anak	pemesan	0.24
anak	dermawan	0.19
anak	pemeriksa	0.2
anak	negarawan	0.23
anak	pengukur	0.2
anak	penambang	0.26
anak	pembajak	0.22
anak	budayawan	0.19
anak	perekam	0.2
anak	penyayang	0.34
anak	pemukul	0.23
anak	perencana	0.3
anak	pengumpul	0.18
anak	wirausahawan	0.32
anak	penangkap	0.27
anak	penyelam	0.2
anak	pemasar	0.25
anak	pemalas	0.31
anak	penarik	0.26
anak	pengembara	0.23
anak	gerilyawan	0.26
anak	penggagas	0.18
anak	penyembah	0.25
anak	penilai	0.25
anak	penguji	0.17
anak	pengunjuk	0.13
anak	penyembuh	0.24
anak	rohaniwan	0.21
anak	pemanah	0.23
anak	penyelidik	0.18
anak	penampil	0.23
anak	peranakan	0.29
anak	suruhan	0.28
anak	usahawan	0.37
anak	pelapor	0.33
anak	pemahat	0.26
anak	penunggu	0.22
anak	penurut	0.37
anak	pengusul	0.16
anak	pemimpi	0.28
anak	penyusup	0.25
anak	pemungut	0.26
anak	penceramah	0.17
anak	penggarap	0.24
anak	pelupa	0.25
anak	perupa	0.25
anak	penyendiri	0.25
anak	pemateri	0.23
anak	penggali	0.23
anak	penukar	0.21
anak	penyabar	0.27
anak	pelempar	0.21
anak	pemborong	0.24
anak	pendemo	0.22
anak	pencerita	0.3
anak	penyelundup	0.2
anak	penganggur	0.29
anak	penggiling	0.18
anak	pengulas	0.18
anak	penagih	0.23
anak	hartawan	0.37
anak	perumus	0.1
anak	peniup	0.2
anak	penggalang	0.33
anak	pembenci	0.27
anak	pengkaji	0.17
anak	pembebas	0.2
anak	pemetik	0.23
anak	penjilat	0.21
anak	pencabut	0.26
anak	peramah	0.23
anak	pengukir	0.25
anak	pengejar	0.3
anak	pemerah	0.29
anak	wiraswastawan	0.31
anak	pemulia	0.32
anak	penendang	0.31
anak	penyimak	0.28
anak	pelestari	0.28
anak	penjemput	0.29
anak	pembaru	0.28
anak	penghayat	0.22
anak	pengadu	0.27
anak	pemasak	0.26
anak	pembobol	0.21
anak	penggemblengan	0.25
anak	penghasut	0.23
anak	penderma	0.28
anak	pemaksa	0.25
anak	peragu	0.27
anak	pengekor	0.32
anak	perayu	0.28
anak	pendebat	0.26
anak	penyuara	0.24
anak	pemimpinan	0.31
anak	penghadang	0.21
anak	pengasah	0.31
anak	pengutang	0.27
anak	pembisik	0.2
anak	pengetuk	0.25
anak	pemberang	0.4
anak	peneguh	0.29
anak	pewirausaha	0.33
anak	pencuriga	0.29
anak	pengalah	0.48
anak	pengalasan	0.4
anak	pengamuk	0.35
tempat	pemain	0.3
tempat	penduduk	0.36
tempat	pengguna	0.27
tempat	wisatawan	0.3
tempat	penelitian	0.31
tempat	pasangan	0.34
tempat	penulis	0.31
tempat	pemimpin	0.37
tempat	peserta	0.39
tempat	pengunjung	0.36
tempat	penderita	0.31
tempat	pembelajaran	0.34
tempat	pelayanan	0.41
tempat	kehilangan	0.35
tempat	keturunan	0.28
tempat	pemilik	0.37
tempat	penyanyi	0.3
tempat	karyawan	0.33
tempat	pelanggan	0.34
tempat	kelahiran	0.36
tempat	perdagangan	0.34
tempat	petani	0.22
tempat	pekerja	0.37
tempat	kepercayaan	0.3
tempat	pemuda	0.34
tempat	penumpang	0.3
tempat	pimpinan	0.31
tempat	pembaca	0.27
tempat	kekurangan	0.3
tempat	pejabat	0.35
tempat	campuran	0.28
tempat	pelaku	0.35
tempat	peneliti	0.23
tempat	pengusaha	0.32
tempat	pendukung	0.4
tempat	petunjuk	0.37
tempat	pemenang	0.28
tempat	petugas	0.36
tempat	perbaikan	0.32
tempat	pelatih	0.26
tempat	pedagang	0.3
tempat	pelajar	0.32
tempat	pengurus	0.29
tempat	jurusan	0.31
tempat	ilmuwan	0.2
tempat	pendiri	0.31
tempat	angkatan	0.22
tempat	sasaran	0.42
tempat	pembuat	0.35
tempat	penjual	0.34
tempat	pengganti	0.32
tempat	perwakilan	0.32
tempat	lulusan	0.24
tempat	pembeli	0.34
tempat	penerima	0.35
tempat	pergerakan	0.31
tempat	pemegang	0.32
tempat	penyedia	0.4
tempat	penjaga	0.39
tempat	pencari	0.34
tempat	pembawa	0.29
tempat	undangan	0.34
tempat	cadangan	0.33
tempat	pemeran	0.29
tempat	bangsawan	0.24
tempat	pembantu	0.32
tempat	pengarang	0.3
tempat	pengelola	0.36
tempat	pejuang	0.28
tempat	tahanan	0.34
tempat	pengikut	0.27
tempat	rombongan	0.35
tempat	pengajar	0.32
tempat	pendidik	0.23
tempat	penghuni	0.45
tempat	pengembang	0.26
tempat	jajaran	0.32
tempat	pembuka	0.35
tempat	penari	0.23
tempat	pemberi	0.34
tempat	pelayan	0.35
tempat	pendatang	0.31
tempat	pembunuh	0.26
tempat	penyelenggara	0.38
tempat	turunan	0.25
tempat	pelukis	0.25
tempat	utusan	0.25
tempat	pembiayaan	0.31
tempat	pengacara	0.25
tempat	perawat	0.26
tempat	penganut	0.24
tempat	pengamat	0.3
tempat	penghubung	0.34
tempat	pesaing	0.3
tempat	pengawas	0.33
tempat	penjahat	0.3
tempat	pelaksana	0.33
tempat	kebangsaan	0.28
tempat	pembicara	0.31
tempat	pengantar	0.37
tempat	pendengar	0.3
tempat	pendamping	0.3
tempat	pewaris	0.27
tempat	pengungsi	0.3
tempat	pengendara	0.27
tempat	pencuri	0.26
tempat	pemburu	0.27
tempat	pengawal	0.32
tempat	penemu	0.2
tempat	pengemudi	0.26
tempat	penerjemah	0.18
tempat	pemandu	0.32
tempat	tawanan	0.31
tempat	penegak	0.2
tempat	penutur	0.24
tempat	penyihir	0.25
tempat	pelamar	0.24
tempat	pemasok	0.3
tempat	penanda	0.4
tempat	pemikir	0.28
tempat	saingan	0.3
tempat	pembimbing	0.25
tempat	petinggi	0.27
tempat	pelaut	0.25
tempat	pengrajin	0.28
tempat	langganan	0.35
tempat	pencinta	0.24
tempat	kenalan	0.33
tempat	penyidik	0.19
tempat	pelacur	0.33
tempat	pengirim	0.26
tempat	perusak	0.2
tempat	pendiam	0.19
tempat	pemeluk	0.26
tempat	penikmat	0.27
tempat	pemangku	0.26
tempat	perampok	0.22
tempat	pelarian	0.38
tempat	pengidap	0.21
tempat	penunjuk	0.36
tempat	pemuka	0.27
tempat	pengemis	0.28
tempat	pemusik	0.29
tempat	sukarelawan	0.25
tempat	penerbang	0.19
tempat	pejalan	0.34
tempat	petinju	0.2
tempat	penyandang	0.25
tempat	penanggung	0.28
tempat	penolong	0.27
tempat	jagoan	0.25
tempat	penembak	0.19
tempat	penipu	0.18
tempat	penyelamat	0.32
tempat	pendaftar	0.21
tempat	pelari	0.22
tempat	pengiring	0.31
tempat	penata	0.23
tempat	pengambil	0.29
tempat	penuntut	0.28
tempat	pembina	0.23
tempat	tanggungan	0.3
tempat	pencetus	0.29
tempat	pemangsa	0.26
tempat	penyebar	0.24
tempat	pemesan	0.3
tempat	dermawan	0.17
tempat	pemeriksa	0.25
tempat	negarawan	0.17
tempat	pengukur	0.23
tempat	penambang	0.24
tempat	pembajak	0.13
tempat	budayawan	0.16
tempat	perekam	0.29
tempat	penyayang	0.18
tempat	pemukul	0.23
tempat	perencana	0.29
tempat	pengumpul	0.28
tempat	wirausahawan	0.2
tempat	penangkap	0.3
tempat	penyelam	0.22
tempat	pemasar	0.24
tempat	pemalas	0.16
tempat	penarik	0.33
tempat	pengembara	0.33
tempat	gerilyawan	0.21
tempat	penggagas	0.24
tempat	penyembah	0.25
tempat	penilai	0.24
tempat	penguji	0.16
tempat	pengunjuk	0.17
tempat	penyembuh	0.25
tempat	rohaniwan	0.21
tempat	pemanah	0.23
tempat	penyelidik	0.18
tempat	penampil	0.24
tempat	peranakan	0.27
tempat	suruhan	0.23
tempat	usahawan	0.3
tempat	pelapor	0.19
tempat	pemahat	0.2
tempat	penunggu	0.38
tempat	penurut	0.19
tempat	pengusul	0.17
tempat	pemimpi	0.19
tempat	penyusup	0.24
tempat	pemungut	0.3
tempat	penceramah	0.22
tempat	penggarap	0.22
tempat	pelupa	0.15
tempat	perupa	0.19
tempat	penyendiri	0.3
tempat	pemateri	0.22
tempat	penggali	0.28
tempat	penukar	0.36
tempat	penyabar	0.1
tempat	pelempar	0.21
tempat	pemborong	0.2
tempat	pendemo	0.19
tempat	pencerita	0.32
tempat	penyelundup	0.15
tempat	penganggur	0.24
tempat	penggiling	0.27
tempat	pengulas	0.18
tempat	penagih	0.22
tempat	hartawan	0.3
tempat	perumus	0.23
tempat	peniup	0.14
tempat	penggalang	0.28
tempat	pembenci	0.16
tempat	pengkaji	0.21
tempat	pembebas	0.24
tempat	pemetik	0.22
tempat	penjilat	0.18
tempat	pencabut	0.25
tempat	peramah	0.19
tempat	pengukir	0.2
tempat	pengejar	0.27
tempat	pemerah	0.25
tempat	wiraswastawan	0.18
tempat	pemulia	0.16
tempat	penendang	0.26
tempat	penyimak	0.22
tempat	pelestari	0.25
tempat	penjemput	0.32
tempat	pembaru	0.24
tempat	penghayat	0.31
tempat	pengadu	0.24
tempat	pemasak	0.29
tempat	pembobol	0.19
tempat	penggemblengan	0.32
tempat	penghasut	0.21
tempat	penderma	0.27
tempat	pemaksa	0.13
tempat	peragu	0.13
tempat	pengekor	0.2
tempat	perayu	0.14
tempat	pendebat	0.2
tempat	penyuara	0.24
tempat	pemimpinan	0.28
tempat	penghadang	0.32
tempat	pengasah	0.29
tempat	pengutang	0.13
tempat	pembisik	0.17
tempat	pengetuk	0.26
tempat	pemberang	0.25
tempat	peneguh	0.3
tempat	pewirausaha	0.25
tempat	pencuriga	0.22
tempat	pengalah	0.38
tempat	pengalasan	0.46
tempat	pengamuk	0.25
diri	pemain	0.28
diri	penduduk	0.26
diri	pengguna	0.3
diri	wisatawan	0.23
diri	penelitian	0.17
diri	pasangan	0.4
diri	penulis	0.24
diri	pemimpin	0.34
diri	peserta	0.38
diri	pengunjung	0.26
diri	penderita	0.31
diri	pembelajaran	0.28
diri	pelayanan	0.3
diri	kehilangan	0.4
diri	keturunan	0.27
diri	pemilik	0.28
diri	penyanyi	0.25
diri	karyawan	0.36
diri	pelanggan	0.34
diri	kelahiran	0.26
diri	perdagangan	0.23
diri	petani	0.25
diri	pekerja	0.31
diri	kepercayaan	0.53
diri	pemuda	0.29
diri	penumpang	0.27
diri	pimpinan	0.28
diri	pembaca	0.31
diri	kekurangan	0.41
diri	pejabat	0.23
diri	campuran	0.22
diri	pelaku	0.32
diri	peneliti	0.15
diri	pengusaha	0.27
diri	pendukung	0.26
diri	petunjuk	0.17
diri	pemenang	0.27
diri	petugas	0.22
diri	perbaikan	0.31
diri	pelatih	0.25
diri	pedagang	0.19
diri	pelajar	0.33
diri	pengurus	0.28
diri	jurusan	0.17
diri	ilmuwan	0.17
diri	pendiri	0.24
diri	angkatan	0.18
diri	sasaran	0.23
diri	pembuat	0.25
diri	penjual	0.24
diri	pengganti	0.26
diri	perwakilan	0.19
diri	lulusan	0.19
diri	pembeli	0.32
diri	penerima	0.22
diri	pergerakan	0.29
diri	pemegang	0.24
diri	penyedia	0.21
diri	penjaga	0.25
diri	pencari	0.24
diri	pembawa	0.2
diri	undangan	0.21
diri	cadangan	0.24
diri	pemeran	0.23
diri	bangsawan	0.23
diri	pembantu	0.22
diri	pengarang	0.22
diri	pengelola	0.26
diri	pejuang	0.3
diri	tahanan	0.3
diri	pengikut	0.29
diri	rombongan	0.2
diri	pengajar	0.23
diri	pendidik	0.27
diri	penghuni	0.28
diri	pengembang	0.23
diri	jajaran	0.25
diri	pembuka	0.18
diri	penari	0.19
diri	pemberi	0.24
diri	pelayan	0.23
diri	pendatang	0.26
diri	pembunuh	0.25
diri	penyelenggara	0.22
diri	turunan	0.18
diri	pelukis	0.19
diri	utusan	0.2
diri	pembiayaan	0.22
diri	pengacara	0.16
diri	perawat	0.25
diri	penganut	0.25
diri	pengamat	0.15
diri	penghubung	0.16
diri	pesaing	0.31
diri	pengawas	0.21
diri	penjahat	0.25
diri	pelaksana	0.2
diri	kebangsaan	0.25
diri	pembicara	0.24
diri	pengantar	0.17
diri	pendengar	0.29
diri	pendamping	0.22
diri	pewaris	0.23
diri	pengungsi	0.25
diri	pengendara	0.29
diri	pencuri	0.22
diri	pemburu	0.19
diri	pengawal	0.26
diri	penemu	0.18
diri	pengemudi	0.24
diri	penerjemah	0.17
diri	pemandu	0.21
diri	tawanan	0.26
diri	penegak	0.2
diri	penutur	0.17
diri	penyihir	0.16
diri	pelamar	0.29
diri	pemasok	0.23
diri	penanda	0.22
diri	pemikir	0.21
diri	saingan	0.24
diri	pembimbing	0.25
diri	petinggi	0.22
diri	pelaut	0.2
diri	pengrajin	0.2
diri	langganan	0.19
diri	pencinta	0.26
diri	kenalan	0.34
diri	penyidik	0.2
diri	pelacur	0.18
diri	pengirim	0.2
diri	perusak	0.22
diri	pendiam	0.25
diri	pemeluk	0.24
diri	penikmat	0.24
diri	pemangku	0.22
diri	perampok	0.19
diri	pelarian	0.35
diri	pengidap	0.24
diri	penunjuk	0.19
diri	pemuka	0.23
diri	pengemis	0.19
diri	pemusik	0.17
diri	sukarelawan	0.23
diri	penerbang	0.17
diri	pejalan	0.29
diri	petinju	0.21
diri	penyandang	0.26
diri	penanggung	0.25
diri	penolong	0.25
diri	jagoan	0.25
diri	penembak	0.14
diri	penipu	0.16
diri	penyelamat	0.27
diri	pendaftar	0.21
diri	pelari	0.23
diri	pengiring	0.17
diri	penata	0.18
diri	pengambil	0.18
diri	penuntut	0.25
diri	pembina	0.22
diri	tanggungan	0.32
diri	pencetus	0.19
diri	pemangsa	0.33
diri	penyebar	0.15
diri	pemesan	0.2
diri	dermawan	0.16
diri	pemeriksa	0.25
diri	negarawan	0.22
diri	pengukur	0.18
diri	penambang	0.12
diri	pembajak	0.15
diri	budayawan	0.1
diri	perekam	0.2
diri	penyayang	0.18
diri	pemukul	0.14
diri	perencana	0.19
diri	pengumpul	0.07
diri	wirausahawan	0.27
diri	penangkap	0.15
diri	penyelam	0.17
diri	pemasar	0.22
diri	pemalas	0.23
diri	penarik	0.22
diri	pengembara	0.25
diri	gerilyawan	0.2
diri	penggagas	0.12
diri	penyembah	0.2
diri	penilai	0.27
diri	penguji	0.21
diri	pengunjuk	0.19
diri	penyembuh	0.21
diri	rohaniwan	0.18
diri	pemanah	0.17
diri	penyelidik	0.15
diri	penampil	0.25
diri	peranakan	0.18
diri	suruhan	0.18
diri	usahawan	0.33
diri	pelapor	0.24
diri	pemahat	0.13
diri	penunggu	0.21
diri	penurut	0.19
diri	pengusul	0.17
diri	pemimpi	0.21
diri	penyusup	0.19
diri	pemungut	0.15
diri	penceramah	0.19
diri	penggarap	0.17
diri	pelupa	0.21
diri	perupa	0.25
diri	penyendiri	0.32
diri	pemateri	0.18
diri	penggali	0.17
diri	penukar	0.15
diri	penyabar	0.25
diri	pelempar	0.13
diri	pemborong	0.14
diri	pendemo	0.17
diri	pencerita	0.18
diri	penyelundup	0.08
diri	penganggur	0.24
diri	penggiling	0.21
diri	pengulas	0.17
diri	penagih	0.21
diri	hartawan	0.25
diri	perumus	0.07
diri	peniup	0.09
diri	penggalang	0.23
diri	pembenci	0.25
diri	pengkaji	0.21
diri	pembebas	0.24
diri	pemetik	0.17
diri	penjilat	0.17
diri	pencabut	0.23
diri	peramah	0.19
diri	pengukir	0.19
diri	pengejar	0.27
diri	pemerah	0.14
diri	wiraswastawan	0.25
diri	pemulia	0.26
diri	penendang	0.22
diri	penyimak	0.25
diri	pelestari	0.19
diri	penjemput	0.21
diri	pembaru	0.22
diri	penghayat	0.33
diri	pengadu	0.25
diri	pemasak	0.2
diri	pembobol	0.19
diri	penggemblengan	0.28
diri	penghasut	0.17
diri	penderma	0.28
diri	pemaksa	0.22
diri	peragu	0.3
diri	pengekor	0.24
diri	perayu	0.25
diri	pendebat	0.25
diri	penyuara	0.18
diri	pemimpinan	0.26
diri	penghadang	0.24
diri	pengasah	0.28
diri	pengutang	0.23
diri	pembisik	0.2
diri	pengetuk	0.2
diri	pemberang	0.29
diri	peneguh	0.31
diri	pewirausaha	0.31
diri	pencuriga	0.28
diri	pengalah	0.38
diri	pengalasan	0.34
diri	pengamuk	0.26
manusia	pemain	0.32
manusia	penduduk	0.41
manusia	pengguna	0.36
manusia	wisatawan	0.29
manusia	penelitian	0.29
manusia	pasangan	0.32
manusia	penulis	0.33
manusia	pemimpin	0.42
manusia	peserta	0.35
manusia	pengunjung	0.31
manusia	penderita	0.42
manusia	pembelajaran	0.31
manusia	pelayanan	0.3
manusia	kehilangan	0.32
manusia	keturunan	0.4
manusia	pemilik	0.33
manusia	penyanyi	0.3
manusia	karyawan	0.36
manusia	pelanggan	0.29
manusia	kelahiran	0.33
manusia	perdagangan	0.33
manusia	petani	0.34
manusia	pekerja	0.41
manusia	kepercayaan	0.34
manusia	pemuda	0.37
manusia	penumpang	0.29
manusia	pimpinan	0.26
manusia	pembaca	0.37
manusia	kekurangan	0.35
manusia	pejabat	0.29
manusia	campuran	0.25
manusia	pelaku	0.38
manusia	peneliti	0.36
manusia	pengusaha	0.32
manusia	pendukung	0.33
manusia	petunjuk	0.29
manusia	pemenang	0.23
manusia	petugas	0.28
manusia	perbaikan	0.27
manusia	pelatih	0.26
manusia	pedagang	0.29
manusia	pelajar	0.33
manusia	pengurus	0.26
manusia	jurusan	0.22
manusia	ilmuwan	0.5
manusia	pendiri	0.27
manusia	angkatan	0.27
manusia	sasaran	0.29
manusia	pembuat	0.34
manusia	penjual	0.29
manusia	pengganti	0.28
manusia	perwakilan	0.2
manusia	lulusan	0.28
manusia	pembeli	0.3
manusia	penerima	0.26
manusia	pergerakan	0.37
manusia	pemegang	0.26
manusia	penyedia	0.31
manusia	penjaga	0.34
manusia	pencari	0.35
manusia	pembawa	0.3
manusia	undangan	0.19
manusia	cadangan	0.24
manusia	pemeran	0.32
manusia	bangsawan	0.29
manusia	pembantu	0.33
manusia	pengarang	0.32
manusia	pengelola	0.33
manusia	pejuang	0.35
manusia	tahanan	0.3
manusia	pengikut	0.3
manusia	rombongan	0.21
manusia	pengajar	0.36
manusia	pendidik	0.41
manusia	penghuni	0.46
manusia	pengembang	0.28
manusia	jajaran	0.26
manusia	pembuka	0.21
manusia	penari	0.27
manusia	pemberi	0.29
manusia	pelayan	0.34
manusia	pendatang	0.29
manusia	pembunuh	0.38
manusia	penyelenggara	0.28
manusia	turunan	0.25
manusia	pelukis	0.27
manusia	utusan	0.3
manusia	pembiayaan	0.24
manusia	pengacara	0.21
manusia	perawat	0.3
manusia	penganut	0.31
manusia	pengamat	0.29
manusia	penghubung	0.3
manusia	pesaing	0.22
manusia	pengawas	0.28
manusia	penjahat	0.37
manusia	pelaksana	0.34
manusia	kebangsaan	0.27
manusia	pembicara	0.22
manusia	pengantar	0.24
manusia	pendengar	0.31
manusia	pendamping	0.29
manusia	pewaris	0.26
manusia	pengungsi	0.27
manusia	pengendara	0.34
manusia	pencuri	0.29
manusia	pemburu	0.37
manusia	pengawal	0.26
manusia	penemu	0.29
manusia	pengemudi	0.3
manusia	penerjemah	0.23
manusia	pemandu	0.26
manusia	tawanan	0.36
manusia	penegak	0.34
manusia	penutur	0.22
manusia	penyihir	0.32
manusia	pelamar	0.27
manusia	pemasok	0.26
manusia	penanda	0.29
manusia	pemikir	0.4
manusia	saingan	0.2
manusia	pembimbing	0.26
manusia	petinggi	0.25
manusia	pelaut	0.32
manusia	pengrajin	0.23
manusia	langganan	0.19
manusia	pencinta	0.35
manusia	kenalan	0.19
manusia	penyidik	0.26
manusia	pelacur	0.28
manusia	pengirim	0.26
manusia	perusak	0.37
manusia	pendiam	0.23
manusia	pemeluk	0.31
manusia	penikmat	0.34
manusia	pemangku	0.24
manusia	perampok	0.26
manusia	pelarian	0.26
manusia	pengidap	0.25
manusia	penunjuk	0.29
manusia	pemuka	0.31
manusia	pengemis	0.29
manusia	pemusik	0.28
manusia	sukarelawan	0.28
manusia	penerbang	0.27
manusia	pejalan	0.38
manusia	petinju	0.21
manusia	penyandang	0.3
manusia	penanggung	0.27
manusia	penolong	0.38
manusia	jagoan	0.21
manusia	penembak	0.18
manusia	penipu	0.26
manusia	penyelamat	0.38
manusia	pendaftar	0.19
manusia	pelari	0.29
manusia	pengiring	0.23
manusia	penata	0.21
manusia	pengambil	0.32
manusia	penuntut	0.25
manusia	pembina	0.24
manusia	tanggungan	0.25
manusia	pencetus	0.24
manusia	pemangsa	0.4
manusia	penyebar	0.25
manusia	pemesan	0.24
manusia	dermawan	0.25
manusia	pemeriksa	0.22
manusia	negarawan	0.3
manusia	pengukur	0.25
manusia	penambang	0.25
manusia	pembajak	0.21
manusia	budayawan	0.27
manusia	perekam	0.24
manusia	penyayang	0.32
manusia	pemukul	0.2
manusia	perencana	0.31
manusia	pengumpul	0.26
manusia	wirausahawan	0.27
manusia	penangkap	0.27
manusia	penyelam	0.3
manusia	pemasar	0.28
manusia	pemalas	0.31
manusia	penarik	0.28
manusia	pengembara	0.37
manusia	gerilyawan	0.17
manusia	penggagas	0.2
manusia	penyembah	0.38
manusia	penilai	0.25
manusia	penguji	0.22
manusia	pengunjuk	0.16
manusia	penyembuh	0.33
manusia	rohaniwan	0.3
manusia	pemanah	0.27
manusia	penyelidik	0.28
manusia	penampil	0.27
manusia	peranakan	0.29
manusia	suruhan	0.24
manusia	usahawan	0.28
manusia	pelapor	0.28
manusia	pemahat	0.28
manusia	penunggu	0.3
manusia	penurut	0.27
manusia	pengusul	0.22
manusia	pemimpi	0.29
manusia	penyusup	0.26
manusia	pemungut	0.18
manusia	penceramah	0.21
manusia	penggarap	0.26
manusia	pelupa	0.3
manusia	perupa	0.3
manusia	penyendiri	0.35
manusia	pemateri	0.19
manusia	penggali	0.27
manusia	penukar	0.29
manusia	penyabar	0.27
manusia	pelempar	0.21
manusia	pemborong	0.19
manusia	pendemo	0.24
manusia	pencerita	0.32
manusia	penyelundup	0.25
manusia	penganggur	0.3
manusia	penggiling	0.32
manusia	pengulas	0.2
manusia	penagih	0.18
manusia	hartawan	0.33
manusia	perumus	0.19
manusia	peniup	0.18
manusia	penggalang	0.2
manusia	pembenci	0.36
manusia	pengkaji	0.34
manusia	pembebas	0.3
manusia	pemetik	0.23
manusia	penjilat	0.32
manusia	pencabut	0.34
manusia	peramah	0.27
manusia	pengukir	0.3
manusia	pengejar	0.31
manusia	pemerah	0.28
manusia	wiraswastawan	0.23
manusia	pemulia	0.34
manusia	penendang	0.26
manusia	penyimak	0.28
manusia	pelestari	0.33
manusia	penjemput	0.22
manusia	pembaru	0.38
manusia	penghayat	0.32
manusia	pengadu	0.28
manusia	pemasak	0.29
manusia	pembobol	0.19
manusia	penggemblengan	0.27
manusia	penghasut	0.3
manusia	penderma	0.34
manusia	pemaksa	0.37
manusia	peragu	0.22
manusia	pengekor	0.34
manusia	perayu	0.32
manusia	pendebat	0.32
manusia	penyuara	0.29
manusia	pemimpinan	0.36
manusia	penghadang	0.27
manusia	pengasah	0.34
manusia	pengutang	0.27
manusia	pembisik	0.33
manusia	pengetuk	0.29
manusia	pemberang	0.37
manusia	peneguh	0.4
manusia	pewirausaha	0.32
manusia	pencuriga	0.33
manusia	pengalah	0.38
manusia	pengalasan	0.36
manusia	pengamuk	0.39
hasil	pemain	0.28
hasil	penduduk	0.22
hasil	pengguna	0.25
hasil	wisatawan	0.21
hasil	penelitian	0.49
hasil	pasangan	0.3
hasil	penulis	0.32
hasil	pemimpin	0.28
hasil	peserta	0.4
hasil	pengunjung	0.29
hasil	penderita	0.25
hasil	pembelajaran	0.43
hasil	pelayanan	0.39
hasil	kehilangan	0.28
hasil	keturunan	0.28
hasil	pemilik	0.28
hasil	penyanyi	0.23
hasil	karyawan	0.23
hasil	pelanggan	0.27
hasil	kelahiran	0.22
hasil	perdagangan	0.32
hasil	petani	0.28
hasil	pekerja	0.29
hasil	kepercayaan	0.36
hasil	pemuda	0.19
hasil	penumpang	0.19
hasil	pimpinan	0.25
hasil	pembaca	0.27
hasil	kekurangan	0.31
hasil	pejabat	0.18
hasil	campuran	0.39
hasil	pelaku	0.33
hasil	peneliti	0.29
hasil	pengusaha	0.27
hasil	pendukung	0.35
hasil	petunjuk	0.39
hasil	pemenang	0.37
hasil	petugas	0.27
hasil	perbaikan	0.47
